prompt,contributor,comment
"Edit this portrait into a cyberpunk scene: neon city background, wet reflective streets, glowing tech goggles, neon rim lighting, gritty futuristic details and cinematic tone","@""trend-bot""",Cyberpunk portraits are a top trending aesthetic across Nano Banana tutorials and viral reels.
"Place me in a realistic NASA-style astronaut suit with a cosmic galaxy background, cinematic lighting, helmet reflections of stars, and high-resolution photorealism","@""trend-bot""",Astronaut portraits consistently appear in Top-10 Nano Banana lists and viral videos as a popular transformation.
"Create a Pixar-style 3D animated portrait of me with big expressive eyes, soft cartoonish shading, warm cinematic lighting, and a whimsical colorful background","@""trend-bot""",Pixar/3D animation-style portraits are trending for profile images and IG-ready content (mentioned in Times of India and Fotor roundups).
"Recreate this subject as a 16-bit video game character placed in a 2D platformer level with retro pixel-art palette, blocky sprites, and simple background elements","@""trend-bot""","Retro pixel conversions are a frequent example in Google's Nano Banana demos and press coverage (Tom's Guide, Google blog)."
"Turn this photo into a Funko Pop-style vinyl figure with an oversized head, simplified features, and boxed collectible packaging with branded graphics","@""trend-bot""",Funko Pop / vinyl toy edits are widely shared in trend lists and example galleries (Times of India feature).
"Combine this recent photo and this childhood photo to create an image of me hugging my younger self at a tea party in a playroom, warm lighting, natural blending, preserve likenesses","@""techwithnandini""",'Hug your younger self' was highlighted as a viral Nano Banana trend in Tech with Nandini's popular tutorial and in Google's examples.
"Transform me into a 1950s Hollywood movie star with retro makeup, wavy platinum hair, satin gown, dramatic cinematic lighting, red carpet backdrop and paparazzi flashes","@""trend-bot""",Vintage decade transformations (1950s glamour) are popular social trends cited by Times of India and lifestyle roundups.
"Turn this photo into a stylized 3D map for a fantasy game, including a village, harbor, mountains, forests and clear landmarks, consistent lighting and cohesive art style","@""trend-bot""",Directly inspired by Google's Nano Banana examples — used for game concept art and world-building prompts (Google blog).}
"Create a collectible figurine of this person inside toy-box packaging with a clear window, glossy resin texture, studio lighting, and accurate likeness.",@trend-bot,#1 viral Nano Banana prompt—widely shared in videos and articles (collectible figurine trend).
"Turn this photo into an anime hero: vibrant manga style, dramatic lighting, action pose, cinematic background, high-detail linework.",@trend-bot,Top-ranking prompt across creator videos and lists (anime hero trend).
"Generate a cyberpunk portrait: neon city lights, wet reflections, futuristic goggles, glowing accents, high-detail realistic rendering.",@trend-bot,Consistently popular in countdowns and tutorials for striking social media results.
"Create a Pixar/Disney-style 3D portrait with big expressive eyes, soft shading, warm cinematic lighting, and a whimsical colorful background.",@trend-bot,Frequently recommended for profile avatars and 'cute' transformations (Times of India/GrowthJockey).
"Turn this image into a Funko Pop vinyl figure: oversized head, tiny body, collectible box, bold graphics, studio-white background.",@trend-bot,Trending due to shareable collectible-style outputs highlighted in Fotor and other guides.
"Make a 1980s retro portrait: big hair, neon clothing, arcade mall background, film grain and period-accurate lighting.",@trend-bot,Retro decade edits surged in Tom's Guide and viral Nano Banana reels.
"Create an astronaut portrait in a realistic NASA suit with cosmic galaxy background, cinematic lighting, and photorealistic helmet reflections.",@trend-bot,"Featured in many 'Top 10' lists as a dramatic, high-engagement prompt."
Convert this person into a 16-bit pixel game character inside a classic 2D platformer level with bright arcade colors.,@trend-bot,Retro gaming pixel art is a recurring viral idea across tutorials and articles.
"Combine a recent photo and a childhood photo: show the subject hugging their younger self, warm lighting, emotional photorealism, identity preserved.",@trend-bot,Viral emotional trend covered in videos and guides (hugging younger self).
Turn this pet into a hyper-realistic 3D miniature figurine on a desk with birthday decorations and glossy resin texture.,@trend-bot,Pet-to-figurine edits are highly shared and promoted in Google/TIMES guides.
"Create a collectible figurine of this person inside a toy box with a clear window, bold graphics and their name on the packaging; glossy resin/plastic texture, studio lighting, keep likeness recognizable, product-photo style",@trend-bot,"Most-cited viral Nano Banana prompt across Fotor, Tom's Guide and YouTube — the #1 toy/figurine trend."
"Turn this photo into an anime hero: vibrant manga style, dramatic lighting, dynamic action pose, cinematic background, big expressive eyes, high-detail shading",@trend-bot,"Anime hero prompts are repeatedly listed (YouTube, Times of India) as one of the top viral styles."
"Create a cyberpunk portrait of this person: neon city lights, futuristic goggles, glowing reflections, rainy streets, high-contrast cinematic lighting",@trend-bot,"Cyberpunk portraits ranked top-3 in several trend roundups and videos (YouTube, Tech with Nandini)."
"Generate a Funko Pop-style vinyl figure based on this photo: oversized head, expressive eyes, small body, branded box packaging, glossy finish, studio light",@trend-bot,Funko Pop / chibi figurines are repeatedly highlighted in Fotor and Times of India guides as highly shareable outputs.
"Make a Pixar-style 3D animated portrait: warm soft shading, big expressive eyes, playful whimsical background, cinematic animation lighting, high-detail textures",@trend-bot,Pixar/Disney-style 3D portraits are promoted by Times of India and GrowthJockey as Instagram-ready trends.
"Create a hyper-realistic 3D pet figurine from this dog photo: glossy resin finish, placed on a wooden desk with birthday decorations and packaging, bright studio lighting",@trend-bot,Pet-to-figurine prompts appear in Google’s official Gemini examples and Tom's Guide — a fast-growing Nano Banana niche.
"Edit this photo so an adult is hugging their younger self: warm dreamy lighting, cozy interior, consistent identities preserved, photorealistic emotional scene",@trend-bot,The 'hug your younger self' trend is specifically listed in Fotor and video primers as a touching viral format.
"Transform this photo into a 1950s Hollywood glamour portrait: wavy platinum hair, dramatic cinematic lighting, satin gown, classic makeup, film-grain texture, red carpet backdrop",@trend-bot,Retro decade and Hollywood glam edits are repeatedly recommended by Times of India and Tom's Guide for shareable nostalgia posts.
"Turn this person into an astronaut portrait in a realistic NASA suit: cosmic galaxy background, cinematic lighting, detailed suit textures, photorealistic result",@trend-bot,"Astronaut portraits appear in multiple 'top 10' Nano Banana lists (YouTube, GrowthJockey) as a popular dramatic style."
"Create a collectible figurine of this person inside branded toy box with clear window, glossy resin texture, studio lighting, identity preserved, photorealistic",@trend-bot,"Most viral Nano Banana prompt — appears across Fotor, YouTube and Tom's Guide as the #1 shareable toy/figurine edit"
"Turn this photo into an anime hero/protagonist with vibrant manga colors, dramatic lighting, action pose, cinematic background",@trend-bot,Anime hero is consistently top-ranked in viral lists (YouTube 'Top 10') and popular for profile avatars
"Cyberpunk portrait: neon city background, reflective goggles, glowing accents, wet streets, high-detail cinematic lighting, identity preserved",@trend-bot,Urban-futuristic cyberpunk edits are trending for their striking visuals (featured in multiple tutorials and lists)
"Transform this pet into a detailed 3D miniature figurine on a desk with birthday packaging, glossy resin texture, photorealistic",@trend-bot,"Pet-to-figurine prompts are widely used (Times of India, GrowthJockey, Google examples) for collectible-style content"
"1980s retro portrait: neon clothes, big hair, mall arcade background, film grain, accurate decade-specific fashion and lighting",@trend-bot,"Decade/retro transformations (1950s, 1980s) are viral for nostalgic, highly shareable posts (Tom's Guide, Times of India)"
"Convert this photo into a Funko Pop / chibi vinyl figure with oversized head, box packaging, playful pop-art background, bright studio lighting",@trend-bot,Funko/Chibi toy styles are commonly copied-and-pasted from Fotor and community prompt collections
"Create a Pixar-style 3D portrait: warm lighting, large expressive eyes, soft shading, whimsical colorful background, identity preserved",@trend-bot,Animated 3D/Pixar-style portraits trend for reels and profile images (listed in Times of India and creator videos)
"Make a cinematic Hollywood movie poster starring this person, dramatic lighting, bold typography, epic composition, high-res render",@trend-bot,Movie-poster prompts rank highly for attention-grabbing content and YouTube tutorials recommend them for virality
Turn this photo into a 16-bit pixel game character inside a platformer level with retro sprites and arcade colors,@trend-bot,"Retro pixel conversions are popular for nostalgia and gaming communities (GrowthJockey, Times of India examples)"
"Create a touching image of me hugging my younger self: present photo + childhood photo, warm cinematic lighting, emotional, identity preserved",@trend-bot,The 'hug your younger self' edit is a sentimental Nano Banana trend highlighted in multiple videos and writeups
"Collectible figurine, toy box packaging, clear window display, glossy resin texture, preserve likeness",@trend-bot,#1 viral prompt from YouTube top-10 — highly shared as collectible/toy edits across socials
"Anime hero protagonist, vibrant manga style, dramatic lighting, dynamic action pose",@trend-bot,Ranked #2 in viral lists; consistently popular for profile and fan-art transformations
"Cyberpunk portrait, neon city lights, futuristic goggles, reflective facial highlights",@trend-bot,"Top-3 trend noted across videos and articles for its striking, shareable aesthetic"
"Medieval knight in shining armor, castle background, epic poster composition",@trend-bot,Featured in top-10 roundups — popular for fantasy cosplay and themed content
"Pixel art game character, 8-bit sprite style, retro platformer background",@trend-bot,Retro/gaming communities boosted this prompt; appears in multiple Nano Banana prompt guides
"Hollywood movie poster, cinematic lighting, dramatic typography, star portrait",@trend-bot,Commonly used by creators to make 'poster' content for reels and thumbnails
"Professional AI business portrait, studio lighting, clean background, LinkedIn-ready",@trend-bot,Practical viral use-case (LinkedIn/TikTok creators) highlighted in trend articles
"Cartoon character (Disney/Pixar style), soft shading, large expressive eyes, colorful bg",@trend-bot,Widely shared for PFPs and family-friendly content; appears in Nano Banana how-tos
"Fantasy creature hybrid (half-human, half-dragon), glowing eyes, detailed wings",@trend-bot,Trend among fantasy artists and roleplayers; listed in top prompt compilations
"Astronaut portrait, realistic NASA suit, cosmic galaxy background, cinematic lighting",@trend-bot,Popular sci‑fi edit featured in top‑10 videos and news coverage for dramatic results
"Turn this photo into a collectible figurine inside a toy box: clear window, bold packaging graphics, glossy resin texture, display stand, my name on the box, preserve likeness and studio lighting.",@trend-bot,"Widely cited as the #1 viral Nano Banana prompt across guides and videos for easy, shareable results"
"Transform this image into an anime hero: vibrant manga colors, dramatic lighting, dynamic action pose, cinematic depth of field, preserve facial identity.",@trend-bot,Top-ranked trend from YouTube & press — popular for profile pics and viral anime edits
"Create a cyberpunk portrait: neon city reflections, futuristic goggles, wet-surface lighting, holographic accents, high-detail facial features preserved.",@trend-bot,"Frequently listed in Top 10 Nano Banana roundups for striking, shareable neon-style portraits"
"Make a Pixar/Disney-style 3D portrait: soft shading, large expressive eyes, warm whimsical background, cinematic rim light, maintain subject likeness.",@trend-bot,"Featured by Times of India and tutorials as a high-engagement, family-friendly transformation"
"Convert this photo into a 16-bit video game character in a classic 2D platform level: pixel art styling, retro color palette, floating platforms and clouds.",@trend-bot,"Commonly recommended in Google's example prompts and trend lists for nostalgic, viral content"
"Put me in a 1980s retro portrait: big hair, neon clothes, mall-arcade background, film grain and period-accurate color grading.",@trend-bot,Trending across Tom's Guide and creator videos for decade-swap series and side-by-side reels
"Generate a hyper-realistic 3D miniature of this pet on a desk with birthday decorations and packaging: glossy resin texture, studio lighting, collectible base.",@trend-bot,Repeatedly shown in press examples as a top pet-to-figurine Nano Banana use case
"Create an emotional 'hug your younger self' scene: present-day photo hugging childhood photo in a warm, slightly dreamy living-room setting, cohesive lighting and preserved identity.",@trend-bot,Viral trend highlighted in Fotor and YouTube tutorials for sentimental before/after content
"Recreate the same scene 10 minutes later (time-based edit): adjust lighting, weather, small changes in people/props, maintain consistent environment and style.",@trend-bot,Noted in Fotor's trending list for dynamic storytelling and continuity edits with Nano Banana
"Transform this portrait into a traditional saree portrait: silk texture, deep maroon saree with gold zari, temple jewelry, palace interior background, cinematic soft glow.",@trend-bot,Featured in multiple guides as a culturally popular Nano Banana prompt for elegant makeover edits
"Collectible figurine: collectible figurine, toy box packaging, acrylic display stand, product photo style.",@trend-bot,#1 viral Nano Banana prompt — highly shareable collectible edits seen across YouTube and socials.
"Anime hero: anime protagonist, vibrant manga style, dramatic lighting, action scene.",@trend-bot,Extremely popular for profile pics and reels; repeatedly listed in top trending prompt roundups.
"Cyberpunk portrait: cyberpunk style portrait, neon city lights, futuristic goggles, glowing reflections.",@trend-bot,Neon aesthetics drive engagement; common in creator tutorials and viral galleries.
"Medieval knight: in shining medieval armor, castle in the background, fantasy epic poster style.",@trend-bot,Fantasy cosplay and epic poster trend — frequent pick in Nano Banana compilations.
"Pixel art game character: 8-bit pixel art sprite, arcade video game style, retro background.",@trend-bot,Retro gaming nostalgia performs well on IG/TikTok; recommended across multiple guides.
"Hollywood movie poster: epic Hollywood movie poster, cinematic lighting, dramatic shadows, bold typography.",@trend-bot,Used to make faux blockbuster covers; highly viral for cinematic transformations.
"AI business portrait: professional LinkedIn headshot, studio lighting, clean background, business attire.",@trend-bot,Practical trend for creators and professionals seeking polished headshots quickly.
"Cartoon character: Disney Pixar style character, soft shading, big expressive eyes, colorful background.",@trend-bot,Profile-picture friendly and widely shared; appears in many Nano Banana prompt lists.
"Fantasy creature hybrid: half-human half-dragon, fantasy concept art, glowing eyes, detailed wings.",@trend-bot,Imaginative mashups drive engagement; popular across Nano Banana community galleries.
"Astronaut portrait: astronaut in realistic NASA space suit, cosmic galaxy background, cinematic lighting.",@trend-bot,Cinematic space edits remain trendy — featured in top-10 lists and tutorials.
"Create a hyper-detailed collectible figurine of the person in [Image1], glossy resin/plastic texture, realistic clothing details, posed on a round display stand inside branded toy box packaging with acrylic window, studio lighting, identity preserved.",@trend-bot,#1 viral Nano Banana prompt in multiple roundups — top trend for shareable collectible-style edits (YouTube 'Top 10' lists).
"Turn this person into an anime protagonist: vibrant manga style, dynamic action pose, dramatic rim lighting, motion lines and cinematic effects, preserve facial identity and hairstyle.",@trend-bot,"Anime-hero edits are repeatedly listed as one of the most popular Nano Banana styles (YouTube lists, Times of India)."
"Edit this photo into a cyberpunk portrait: neon city background, rain-soaked reflections, glowing augmentations, reflective goggles, high-contrast cinematic lighting, keep identity consistent.",@trend-bot,Cyberpunk portraits appear across viral prompt lists and creator tutorials for high-engagement neon aesthetics.
"Transform this pet into a realistic 3D action figure: high-detail resin/plastic texture, miniature base and packaging, birthday or desk-display scene, bright studio lighting.",@trend-bot,"Pet figurines/action-figure prompts are repeatedly highlighted in media guides and trend posts (Times of India, PerfectCorp)."
"Create a vintage Polaroid of my present self hugging my younger self using [Image1 current] and [Image2 childhood], warm film grain, slight blur, soft golden lighting, preserve both identities.",@techwithnandini,'Hug my younger self' Polaroid trend was popularized in creator tutorials and viral Nano Banana reels (Tech With Nandini coverage).
"Reimagine this person as a 16‑bit video game character in a 2D platformer: pixel art sprite, limited color palette, retro background level with platforms and clouds, consistent silhouette.",@trend-bot,Retro 8‑bit/16‑bit transformations are a recurring Nano Banana subtrend for nostalgia-driven shareables (multiple guides).
"Turn this person into a Hollywood blockbuster poster: epic cinematic lighting, dramatic composition, bold typography placeholder, tagline space, high-contrast color grading, identity preserved.",@trend-bot,Movie-poster style edits are common in top prompt lists and tutorials for high-viral thumbnail potential.
"Create a Pixar-style 3D animated portrait of this person: warm, expressive eyes, soft cartoonish proportions, cinematic studio render, colorful whimsical background, preserve likeness.",@trend-bot,"Pixar / 3D animated portrait prompts are frequently recommended for friendly, high-engagement profile content (Times of India roundup)."
"Transform this person into a traditional saree portrait: deep maroon silk saree with gold zari, temple jewelry, ornate palace interior background, cinematic soft glow, photorealistic fabric texture.",@trend-bot,"Cultural portrait prompts (saree/heritage looks) are popular in regional trend lists and how-to guides (Fotor, GrowthJockey)."
"Generate the same scene as [Image1] but 10 minutes later: keep subjects and environment, adjust lighting to golden-hour, add subtle changes (moving leaves, shifting shadows), photorealistic continuity.",@trend-bot,Time-based image generation (showing small temporal changes) is a trending Nano Banana feature highlighted in pro prompt collections (Fotor).
"Create a collectible figurine of [Image1] in high-detail resin plastic, confident pose, glossy finish, placed on an acrylic display stand inside branded packaging with studio lighting and shallow depth of field.",@trend-bot,#1 viral Nano Banana prompt — top of multiple YouTube and media lists for shareable collectible-style edits.
"Transform [Image1] into an anime protagonist: vibrant manga colors, dynamic action pose, dramatic lighting, cel-shaded rendering, speed lines and cinematic background.",@trend-bot,Anime hero edits are among the most shared trends across Nano Banana tutorials and viral reels.
"Edit [Image1] into a cyberpunk portrait with neon city background, reflective goggles, glowing tattoos, rain-soaked streets, and high-contrast cinematic lighting.",@trend-bot,Neon/cyberpunk aesthetics are a staple on Top 10 Nano Banana compilations and creator feeds.
"Turn [Image1] into an astronaut portrait in a realistic NASA-style suit, cosmic galaxy backdrop, soft rim lighting, photorealistic helmet reflections, cinematic composition.",@trend-bot,Space/astronaut portraits regularly appear in trending prompt roundups and viral how-tos.
"Convert [Image1] into a 16-bit pixel art game character sprite for a platformer level, bold palette, crisp pixel outlines, with retro background elements and HUD accents.",@trend-bot,Retro pixel-game transformations are highly viral — featured in Google-shared prompt lists and media guides.
"Make [Image1] into an epic Hollywood movie poster: dramatic three-quarter pose, cinematic color grade, bold typography area, film-grain texture and studio lighting.",@trend-bot,Movie-poster style prompts drive engagement for thumbnails and social posts; common in creator playlists.
"Create a professional LinkedIn-style headshot from [Image1]: studio lighting, neutral backdrop, natural retouching, business attire, sharp eye contact, high-resolution output.",@trend-bot,Practical 'AI business portrait' prompts are trending for creators and professionals seeking polished profile photos.
"Generate a hyper-realistic 3D miniature figurine of this pet [Image1], glossy resin texture, birthday display base, detailed fur sculpt, soft studio lighting.",@trend-bot,Pet-to-figurine edits are especially shareable and cited across Times of India and Nano Banana guides.
"Produce an emotional scene of [Image1] (current) hugging their younger self (child photo): warm lighting, identity preserved, cozy interior, photorealistic and heartfelt.",@techwithnandini,Called out as a viral sentimental trend by Tech with Nandini — widely replicated in Nano Banana videos.
"Turn [Image1] into a chibi knitted doll / plush toy / Funko Pop-style vinyl figure: oversized head, soft textile textures, boxed collectible presentation, playful background.",@trend-bot,Chibi/plush/Funko-style prompts are repeatedly recommended in Fotor and editorial roundups as top Nano Banana ideas.
"Collectible figurine, toy box packaging, acrylic display stand, product photo style, glossy resin texture, identity preserved",@trend-bot,#1 viral Nano Banana prompt across multiple YouTube roundups — highly shareable collectible/toy edits.
"Anime protagonist, vibrant manga style, dramatic lighting, action scene, cinematic anime colors, preserve facial identity",@trend-bot,Consistently ranked top-3 in trend lists for stylized anime hero transformations.
"Cyberpunk style portrait, neon city lights, futuristic goggles, glowing reflections, wet streets, cinematic rim lighting",@trend-bot,Neon/cyberpunk edits are widely used on social platforms; featured in many top prompt guides.
"Pixar-style 3D portrait, big expressive eyes, soft cartoonish features, colorful whimsical background, cinematic animation shading",@trend-bot,Pixar/3D avatar trend noted in news and blog roundups as an Instagram/TikTok favorite.
"16-bit pixel art game character, retro arcade sprite, bright palette, platformer background, sharp outlines",@trend-bot,"Retro pixel-character prompts appear across Nano Banana compilations for nostalgic, shareable content."
"Astronaut in realistic NASA space suit, cosmic galaxy background, cinematic lighting, photorealistic details",@trend-bot,Common 'astronaut portrait' pick in multiple top-10 Nano Banana videos and articles.
"Professional LinkedIn studio headshot, clean background, softbox lighting, business attire, identity preserved",@trend-bot,Practical trend for creators and professionals — often recommended for quick pro headshots.
"Create a touching image of the same person hugging their younger self, warm lighting, realistic yet slightly dreamy, preserve identity in both figures",@techwithnandini,'Hug your younger self' trend was specifically highlighted and demoed in Tech With Nandini's Nano Banana tutorial.
"Chibi knitted doll / plush toy transformation, cute proportions, knitted texture, soft lighting, simple background",@trend-bot,Fotor and prompt compilations list chibi/plush toy conversions as widely used copy-paste prompts.
"Miniature action scene / multi-frame animation (e.g., tiny quad-bike jungle chase), camera-angle changes, motion blur, cohesive continuity",@DanKieft,Dan Kieft's Nano Banana tutorial demonstrates multi-image prompting and short animation workflows for viral mini-dioramas.
"Collectible figurine in retail packaging, acrylic display stand, studio product photo",@dankieft,Viral #1 Nano Banana prompt (packaged toy/collector figure) cited across multiple YouTube rundowns for shareable content.
"Anime protagonist, vibrant manga style, cinematic lighting, action pose",@trend-bot,Widely trending on creator guides and videos as one of the most-shared Nano Banana styles.
"Cyberpunk portrait, neon city lights, reflective goggles, moody cinematic lighting",@trend-bot,Popular for eye-catching social posts; repeatedly listed in top-10 Nano Banana prompt lists.
"Astronaut portrait in realistic NASA suit, cosmic galaxy background, cinematic lighting",@trend-bot,"Commonly featured in top prompt roundups for dramatic, poster-like results."
"Pixar/Disney-style 3D portrait, soft shading, big expressive eyes, whimsical background",@trend-bot,Called out by media guides as a high-engagement avatar trend for profiles and reels.
"Professional LinkedIn headshot, studio lighting, clean background, business attire",@trend-bot,Practical trend for creators/businesses—highlighted as a quick way to generate polished headshots.
"Hollywood blockbuster movie poster, dramatic lighting, bold typography, cinematic composition",@trend-bot,Frequently recommended for viral thumbnails and cinematic personal branding.
"8-bit pixel art game character, retro arcade style, bold pixel colors",@trend-bot,Retro/gaming prompts like 8-bit sprites are consistently listed among Nano Banana favorites.
"Chibi/knitted doll or plush toy transformation, tactile textures, cute pose",@trend-bot,"Seen in Fotor and blog roundups (chibi, plush, knitted doll styles) for collectible/toy aesthetics."
"Hug younger self composite, present self embracing childhood photo, warm lighting",@techwithnandini,A sentimental Nano Banana viral trend (childhood reflection) highlighted in tutorials and viral videos.
"Create a collectible figurine of the person in Image1. Render as a glossy resin 3D toy on a round display stand with branded toy box packaging, studio lighting, crisp shadows, identity preserved, photorealistic finish.",@trend-bot,#1 viral Nano Banana prompt across creators; mentioned as the top trend in multiple guides.
"Transform Image1 into an anime hero. Vibrant manga colors, dynamic action pose, speed lines, cinematic lighting, dramatic rim light, preserve facial identity and expression.",@trend-bot,Widely shared anime-style edits. Ranked #2 in several Nano Banana top lists.
"Edit Image1 into a cyberpunk portrait. Neon city background, reflective goggles, glowing accents, wet streets reflections, high-contrast cinematic lighting, keep identity consistent.",@trend-bot,"Popular social feed style for striking, shareable portraits mentioned across videos and blogs."
"Turn Image1 into an astronaut portrait. Realistic NASA-style suit, cosmic galaxy backdrop, helmet reflections, cinematic studio lighting, photorealistic rendering.",@trend-bot,Common trending prompt from Top 10 lists and tutorial videos for dramatic profile shots.
"Convert Image1 into a 16-bit pixel art game character. Classic arcade palette, crisp pixel outlines, platform level background, retro UI elements, animated sprite feel.",@trend-bot,Retro game conversions are viral for reels and thumbnails. Featured in multiple prompt compilations.
"Create a chibi knitted doll or plush toy of Image1. Soft yarn texture, oversized cute proportions, stitched details, pastel backdrop, studio lighting, identity suggested.",@trend-bot,"Toy and plush transformations (chibi, knitted doll) are repeatedly recommended in Nano Banana pro prompt guides."
"Generate a professional LinkedIn headshot from Image1. Clean neutral background, softbox studio lighting, business attire, natural skin tones, high resolution, identity preserved.",@trend-bot,Practical trend for creators and professionals; highlighted as a useful real-world use across tutorials.
"Make Image1 into an epic Hollywood movie poster. Dramatic composition, cinematic lighting, bold typography area, film grain, high drama color grading, identity retained.",@trend-bot,Movie-poster edits are a go-to viral format for social shares and were listed in several top-10 videos.
"Create a heartwarming scene of Image1 as an adult hugging their younger self. Cozy interior, soft pastel lighting, matching facial identity for both figures, photorealistic, emotional tone.",@trend-bot,Emotional 'hug your younger self' trend noted as viral in Nano Banana trend explainers and demos.
"Transform the pet in Image1 into a hyper-realistic miniature figurine. Glossy resin texture, wooden desk display, birthday props or themed base, studio lighting, preserve animal features.",@trend-bot,Pet figurine and collectible edits are heavily shared; featured in tutorials and news roundups as a top use case.
"Collectible figurine: Create a 3D collectible figurine of the person on a round display stand, glossy resin texture, product photo lighting, toy box packaging",@whatami,Ranked #1 in the 'Top 10 Nano Banana Prompts' video — the viral collectible/toy trend.
"Anime hero: Transform this photo into an anime protagonist, vibrant manga style, dramatic lighting, action pose, cinematic color grading",@whatami,Extremely popular anime-style edit — #2 on multiple Nano Banana trend lists.
"Cyberpunk portrait: Neon cyberpunk city background, futuristic goggles, glowing reflections, rain-soaked streets, high-detail portrait",@whatami,Neon/cyberpunk aesthetic is a top-shared visual style (listed in top-3 viral prompts).
"Astronaut portrait: Realistic NASA space suit, cosmic galaxy background, cinematic lighting, photorealistic helmet reflections",@whatami,"Cinematic space portraits are trending for dramatic, shareable profile/staged photos."
"Fantasy creature hybrid: Half-human, half-dragon character with detailed wings, glowing eyes, fantasy concept art lighting",@whatami,Fantasy hybrid transformations are widely used for dramatic creative edits.
"Disney/Pixar cartoon avatar: Soft shading, big expressive eyes, colorful background, warm studio lighting, cute animated style",@whatami,Cartoon/avatar prompts are viral for profile pics and short-form content.
"Pixel art game character: 16-bit pixel art sprite of the person, retro platformer background, bright arcade colors, crisp outlines",@whatami,Retro pixel avatars/16-bit sprites are a nostalgic trend across creators.
"Medieval knight: In shining medieval armor, castle background, epic poster style, cinematic lighting and weathering details",@whatami,Epic historical/fantasy portraits are a recurring viral theme in Nano Banana lists.
"AI business portrait: Professional LinkedIn headshot, studio lighting, clean background, business attire, identity preserved",@whatami,Practical trend for creators wanting studio-quality professional headshots quickly.
"Hug younger self: Compose present self hugging their younger self in a cozy living room, pastel wallpaper, warm cinematic lighting, emotional tone",@techwithnandini,Viral sentimental trend (documented in Tech with Nandini and Fotor guides) — widely shared for emotional storytelling.
"Collectible figurine — turn subject into a collectible toy in packaging, glossy resin texture, display stand, product-photo lighting",@whatami,Ranked #1 in viral Top 10 Nano Banana video; most-shared collectible/toy edit
"Anime hero — cinematic manga-style protagonist, vibrant colors, dramatic lighting, action pose",@techwithnandini,Consistently top-trending style for profile pictures and short-form content
"Cyberpunk portrait — neon city background, futuristic goggles, glowing reflections, cinematic noir lighting",@whatami,High-engagement aesthetic seen across multiple trend roundups and tutorials
"Astronaut portrait — realistic NASA suit, cosmic galaxy background, cinematic lighting",@whatami,"Popular transform-me prompt featured in top-10 lists for dramatic, shareable edits"
"Pixar/Cartoon character — Disney/Pixar-style 3D animated portrait, big expressive eyes, soft shading",@whatami,Widely used for avatars and viral reels; prominent in Nano Banana demos
"Pixel-art game character — 8-bit sprite, retro arcade level, limited palette, crisp outlines",@techedge_ai,Nostalgic retro style that creators use for high-shareability and themed content
"Hollywood movie poster — epic cinematic composition, bold typography, dramatic shadows and color grading",@techedge_ai,Used to create blockbuster-style promos and high-engagement thumbnails
"Medieval knight — shining armor, castle backdrop, epic fantasy poster rendering",@growthjockey,Fantasy transformations rank high for dramatic visuals and cosplay-style edits
"Professional business portrait — LinkedIn headshot, studio lighting, clean background, business attire",@whatami,Practical viral use-case for creators needing polished headshots quickly
"AI hug younger self — composite of adult with childhood photo, warm nostalgic lighting, cozy scene",@fotor,Emotional viral trend highlighted in guides and YouTube tutorials as a top Nano Banana idea
"Create a collectible figurine of this person, detailed resin/plastic texture, glossy finish, posed on a round display stand inside clear retail packaging with metallic lettering, studio product lighting, preserve facial identity and proportions",@trend-bot,#1 viral Nano Banana prompt — seen across YouTube and news roundups as the top collectible/figurine trend
"Turn this person into an anime hero, vibrant manga style, bold linework, dramatic cinematic lighting, dynamic action pose, high-color saturation, preserve face identity and expression",@trend-bot,Highly shared in creator guides and countdowns (Anime Hero listed #2 in viral Top 10)
"Generate a cyberpunk portrait: neon city background, reflective cybernetic accents, glowing rim lights, rain-soaked textures, high-detail facial features, keep identity consistent",@trend-bot,Popular on socials for striking neon aesthetics; appears in multiple trending Nano Banana prompt lists
"Render an astronaut portrait in a realistic NASA-style suit, cosmic galaxy backdrop, cinematic rim lighting, high-fidelity details and textures, keep subject identity and helmet visor reflections natural",@trend-bot,"Commonly recommended (YouTube/top lists) for dramatic, shareable profile edits"
"Create a realistic 3D mini figurine of this pet, glossy resin texture, placed on a wooden desk with birthday decorations and soft studio lighting, include a small display base and preserve fur detail",@trend-bot,Pet-to-figurine edits are a major Nano Banana trend covered by Times of India and tutorial sites
"Make an epic Hollywood movie poster of this person: cinematic lighting, dramatic composition, bold color grading and faux typography (no real logos), intense shadows, high-detail portrait",@trend-bot,Movie-poster style edits are widely used for viral content and creator thumbnails
"Convert this person into a 16-bit pixel game character: retro platformer sprite sheet, limited palette, crisp pixel edges, in-level background with floating platforms and retro UI accents",@trend-bot,"Retro/pixel art prompts are trending for nostalgic, shareable transforms (featured in multiple prompt roundups)"
"Generate an intimate scene of this adult hugging their younger self in a cozy living room, warm cinematic lighting, matching poses and preserved likenesses for both subjects, slight dreamy film grain",@trend-bot,'Hug your younger self' emotional trend has gone viral in Nano Banana tutorials and videos
"Transform this person into a traditional saree portrait: silk saree with golden zari embroidery, temple jewelry, ornate palace background, soft warm lighting, preserve facial identity and skin texture",@trend-bot,"Cultural/ethnic portrait edits (saree, Bollywood glamour) are trending in Times of India and community lists"
